SalesDate,StockDate,SalesID,CustID,VehicleID,TerritoryID,SalesAmt,PaymentID,LoanID
02-01-2023,15-10-2022,SO230138,20828,966,12,127000,P10122,LDC2038
02-01-2023,14-05-2022,SO230139,24724,957,7,127000,P10123,LDC2039
02-01-2023,04-08-2022,SO230140,24416,908,4,78450,P10124,LDC2040
02-01-2023,21-07-2022,SO230141,19614,951,4,79000,P10125,
02-01-2023,07-10-2022,SO230142,21364,908,5,78450,P10126,
02-01-2023,08-06-2022,SO230143,24934,947,11,113000,P10127,LDC2043
02-01-2023,06-10-2022,SO230144,19624,844,9,110802,P10128,LDC2044
02-01-2023,23-05-2022,SO230145,18092,963,2,160000,P10129,LDC2045
02-01-2023,21-08-2022,SO230146,18164,972,12,79000,P10130,LDC2046
02-01-2023,26-10-2022,SO230147,22397,879,4,132738,P10131,
02-01-2023,21-09-2022,SO230148,20650,1012,8,99990,P10132,
02-01-2023,23-10-2022,SO230149,19043,970,4,72000,P10133,LDC2049
02-01-2023,15-10-2022,SO230150,24341,861,2,160000,P10134,
02-01-2023,05-09-2022,SO230151,23985,863,11,200000,P10135,
02-01-2023,24-08-2022,SO230152,24723,998,13,69470,P10136,
02-01-2023,22-09-2022,SO230153,19741,917,5,110000,P10137,LDC2053
02-01-2023,30-08-2022,SO230154,22119,859,2,310000,P10138,
02-01-2023,26-08-2022,SO230155,23208,981,5,68740,P10139,
03-01-2023,14-05-2022,SO230156,18420,866,7,280000,P10140,LDC2056
03-01-2023,19-10-2022,SO230157,23507,892,9,10077,P10141,
03-01-2023,16-05-2022,SO230158,20150,869,2,70000,P10142,LDC2058
03-01-2023,10-05-2022,SO230159,23755,921,7,75480,P10143,
03-01-2023,01-09-2022,SO230160,19398,988,9,45000,P10144,LDC2060
03-01-2023,09-05-2022,SO230161,24226,959,5,74000,P10145,LDC2061
03-01-2023,30-07-2022,SO230162,21546,990,5,86590,P10146,LDC2062
03-01-2023,06-09-2022,SO230163,19091,910,2,110000,P10147,LDC2063
03-01-2023,11-10-2022,SO230164,24482,983,6,69470,P10148,
03-01-2023,18-09-2022,SO230165,24582,934,13,193000,P10149,LDC2065
03-01-2023,12-09-2022,SO230166,24174,853,10,185000,P10150,LDC2066
03-01-2023,02-07-2022,SO230167,23658,948,12,147000,P10151,LDC2067
03-01-2023,10-06-2022,SO230168,20489,937,11,55000,P10152,LDC2068
03-01-2023,27-06-2022,SO230169,23134,851,9,50114,P10153,LDC2069
03-01-2023,28-05-2022,SO230170,24613,898,4,69999,P10154,LDC2070
03-01-2023,09-07-2022,SO230171,21852,972,12,79000,P10155,
03-01-2023,10-10-2022,SO230172,22374,885,1,78999,P10156,LDC2072
03-01-2023,28-08-2022,SO230173,21052,872,3,53696,P10157,LDC2073
03-01-2023,11-09-2022,SO230174,21182,909,9,82450,P10158,LDC2074
03-01-2023,07-07-2022,SO230175,19516,958,2,70000,P10159,LDC2075
03-01-2023,19-08-2022,SO230176,22579,852,7,172000,P10160,LDC2076
03-01-2023,04-07-2022,SO230177,19137,981,1,68740,P10161,LDC2077
03-01-2023,27-07-2022,SO230178,23837,947,5,113000,P10162,
03-01-2023,03-09-2022,SO230179,21523,998,8,69470,P10163,LDC2079
03-01-2023,22-08-2022,SO230180,18349,970,7,72000,P10164,LDC2080
03-01-2023,10-08-2022,SO230181,21528,1006,5,97570,P10165,
03-01-2023,10-08-2022,SO230182,22652,938,6,64000,P10166,
03-01-2023,19-08-2022,SO230183,19978,911,8,75000,P10167,
04-01-2023,06-08-2022,SO230184,22860,986,13,85000,P10168,
04-01-2023,25-05-2022,SO230185,24180,971,12,76000,P10169,
04-01-2023,10-06-2022,SO230186,24811,971,9,76000,P10170,
04-01-2023,20-10-2022,SO230187,21749,901,1,119000,P10171,LDC2087
04-01-2023,12-06-2022,SO230188,22407,919,2,100000,P10172,
04-01-2023,13-08-2022,SO230189,19791,872,11,53696,P10173,
04-01-2023,17-10-2022,SO230190,18123,932,1,184570,P10174,LDC2090
04-01-2023,08-09-2022,SO230191,24726,856,1,200000,P10175,LDC2091
04-01-2023,05-08-2022,SO230192,24417,995,10,73000,P10176,LDC2092
04-01-2023,06-06-2022,SO230193,18169,894,8,125000,P10177,LDC2093
04-01-2023,17-10-2022,SO230194,23243,968,7,80000,P10178,LDC2094
04-01-2023,13-08-2022,SO230195,20610,880,12,139546,P10179,LDC2095
04-01-2023,08-10-2022,SO230196,20017,891,7,56732,P10180,LDC2096
04-01-2023,21-09-2022,SO230197,20140,954,7,79000,P10181,LDC2097
04-01-2023,07-06-2022,SO230198,22672,952,2,82000,P10182,LDC2098
04-01-2023,29-10-2022,SO230199,18892,980,5,71500,P10183,LDC2099
04-01-2023,29-07-2022,SO230200,21119,879,7,132738,P10184,LDC2100
04-01-2023,05-06-2022,SO230201,20155,948,10,147000,P10185,LDC2101
04-01-2023,12-10-2022,SO230202,24511,939,2,80000,P10186,
04-01-2023,02-07-2022,SO230203,23423,843,10,118321,P10187,LDC2103
04-01-2023,15-09-2022,SO230204,22775,965,2,117000,P10188,LDC2104
04-01-2023,20-09-2022,SO230205,21018,939,13,80000,P10189,LDC2105
04-01-2023,11-05-2022,SO230206,20547,944,5,55000,P10190,
04-01-2023,10-08-2022,SO230207,20287,981,1,68740,P10191,LDC2107
04-01-2023,04-05-2022,SO230208,21577,999,7,94000,P10192,LDC2108
04-01-2023,05-05-2022,SO230209,21226,940,13,65000,P10193,
04-01-2023,08-06-2022,SO230210,19108,1009,4,98750,P10194,LDC2110
04-01-2023,30-09-2022,SO230211,18837,915,7,74000,P10195,LDC2111
05-01-2023,24-10-2022,SO230212,22955,982,9,63840,P10196,LDC2112
05-01-2023,17-09-2022,SO230213,20321,923,5,94800,P10197,
05-01-2023,19-05-2022,SO230214,20545,860,12,150000,P10198,LDC2114
05-01-2023,29-10-2022,SO230215,23843,873,8,56352,P10199,LDC2115
05-01-2023,18-09-2022,SO230216,19518,857,8,285000,P10200,LDC2116
05-01-2023,24-05-2022,SO230217,21058,990,4,86590,P10201,LDC2117
05-01-2023,07-05-2022,SO230218,22025,881,9,162445,P10202,LDC2118
05-01-2023,01-08-2022,SO230219,21220,876,2,98835,P10203,LDC2119
05-01-2023,09-09-2022,SO230220,23131,992,8,75000,P10204,LDC2120
05-01-2023,08-08-2022,SO230221,20653,926,10,71050,P10205,LDC2121
05-01-2023,26-08-2022,SO230222,22333,859,12,310000,P10206,LDC2122
05-01-2023,08-06-2022,SO230223,23422,851,10,50114,P10207,LDC2123
05-01-2023,19-09-2022,SO230224,24189,981,3,68740,P10208,
05-01-2023,27-05-2022,SO230225,19072,861,6,160000,P10209,LDC2125
05-01-2023,17-10-2022,SO230226,22522,930,12,185400,P10210,LDC2126
05-01-2023,16-10-2022,SO230227,23147,981,10,68740,P10211,LDC2127
05-01-2023,26-10-2022,SO230228,19365,931,11,192000,P10212,LDC2128
05-01-2023,25-08-2022,SO230229,19236,860,6,150000,P10213,LDC2129
05-01-2023,04-10-2022,SO230230,20023,869,13,70000,P10214,
05-01-2023,04-10-2022,SO230231,24534,843,7,118321,P10215,LDC2131
05-01-2023,03-07-2022,SO230232,23663,914,2,95000,P10216,
05-01-2023,25-10-2022,SO230233,24311,902,11,115179,P10217,LDC2133
05-01-2023,07-05-2022,SO230234,23258,993,3,71000,P10218,
05-01-2023,03-06-2022,SO230235,24680,872,8,53696,P10219,LDC2135
05-01-2023,07-09-2022,SO230236,18227,900,10,115000,P10220,LDC2136
05-01-2023,25-09-2022,SO230237,23290,981,6,68740,P10221,LDC2137
05-01-2023,02-08-2022,SO230238,20062,902,1,115179,P10222,
05-01-2023,06-08-2022,SO230239,21507,994,8,69000,P10223,
06-01-2023,14-06-2022,SO230240,24195,1009,3,98750,P10224,
06-01-2023,07-07-2022,SO230241,21808,1005,6,100000,P10225,
06-01-2023,11-09-2022,SO230242,22911,972,13,79000,P10226,LDC2142
06-01-2023,17-05-2022,SO230243,20434,992,2,75000,P10227,
06-01-2023,01-11-2022,SO230244,19331,993,13,71000,P10228,
06-01-2023,04-11-2022,SO230245,18003,971,3,76000,P10229,
06-01-2023,25-08-2022,SO230246,20176,861,12,160000,P10230,
06-01-2023,30-08-2022,SO230247,18913,865,12,210000,P10231,
06-01-2023,04-09-2022,SO230248,18055,946,5,80000,P10232,
06-01-2023,12-08-2022,SO230249,19808,904,10,79481,P10233,LDC2149
06-01-2023,26-05-2022,SO230250,18173,875,9,94125,P10234,LDC2150
06-01-2023,23-10-2022,SO230251,18122,866,5,280000,P10235,LDC2151
06-01-2023,27-10-2022,SO230252,21294,849,10,44304,P10236,
06-01-2023,29-09-2022,SO230253,24693,921,10,75480,P10237,LDC2153
06-01-2023,15-05-2022,SO230254,19081,1011,9,84750,P10238,LDC2154
06-01-2023,01-07-2022,SO230255,24684,862,1,180000,P10239,
06-01-2023,10-09-2022,SO230256,22659,908,9,78450,P10240,LDC2156
06-01-2023,16-09-2022,SO230257,21507,940,8,65000,P10241,LDC2157
06-01-2023,11-07-2022,SO230258,23719,902,6,115179,P10242,LDC2158
06-01-2023,01-10-2022,SO230259,20268,846,11,126650,P10243,
06-01-2023,16-05-2022,SO230260,22005,982,10,63840,P10244,LDC2160
06-01-2023,10-09-2022,SO230261,19411,841,2,93144,P10245,
06-01-2023,09-10-2022,SO230262,23204,865,3,210000,P10246,
06-01-2023,26-10-2022,SO230263,24942,988,6,45000,P10247,LDC2163
06-01-2023,01-09-2022,SO230264,19386,925,2,72000,P10248,LDC2164
06-01-2023,07-09-2022,SO230265,24384,866,11,280000,P10249,
06-01-2023,02-07-2022,SO230266,21688,964,3,230000,P10250,
06-01-2023,02-10-2022,SO230267,18099,865,11,210000,P10251,LDC2167
07-01-2023,28-05-2022,SO230268,18073,896,11,112000,P10252,
07-01-2023,15-07-2022,SO230269,21456,849,11,44304,P10253,
07-01-2023,23-08-2022,SO230270,23821,992,5,75000,P10254,
07-01-2023,08-05-2022,SO230271,20512,885,6,78999,P10255,LDC2171
07-01-2023,01-11-2022,SO230272,19367,905,3,85000,P10256,
07-01-2023,21-09-2022,SO230273,21578,986,8,85000,P10257,
07-01-2023,02-11-2022,SO230274,20985,942,3,72000,P10258,
07-01-2023,19-07-2022,SO230275,23885,978,2,70520,P10259,LDC2175
07-01-2023,26-05-2022,SO230276,23739,951,8,79000,P10260,LDC2176
07-01-2023,28-06-2022,SO230277,22223,884,4,83999,P10261,LDC2177
07-01-2023,27-08-2022,SO230278,18757,881,13,162445,P10262,LDC2178
07-01-2023,03-09-2022,SO230279,18982,954,8,79000,P10263,LDC2179
07-01-2023,29-09-2022,SO230280,24724,891,7,56732,P10264,LDC2180
07-01-2023,04-07-2022,SO230281,22284,846,7,126650,P10265,LDC2181
07-01-2023,05-11-2022,SO230282,18854,930,1,185400,P10266,LDC2182
07-01-2023,29-07-2022,SO230283,20584,904,11,79481,P10267,LDC2183
07-01-2023,23-05-2022,SO230284,19413,877,7,110000,P10268,LDC2184
07-01-2023,28-09-2022,SO230285,21058,924,4,74000,P10269,
07-01-2023,18-09-2022,SO230286,18331,894,2,125000,P10270,
07-01-2023,18-09-2022,SO230287,20291,856,10,200000,P10271,
07-01-2023,25-10-2022,SO230288,18858,992,10,75000,P10272,
07-01-2023,16-08-2022,SO230289,22306,886,8,62190,P10273,
07-01-2023,19-10-2022,SO230290,18092,864,2,190000,P10274,LDC2190
07-01-2023,09-10-2022,SO230291,18854,935,1,197840,P10275,
07-01-2023,09-07-2022,SO230292,21142,964,2,230000,P10276,
07-01-2023,12-06-2022,SO230293,20239,945,12,54000,P10277,LDC2193
07-01-2023,23-10-2022,SO230294,24598,858,10,235000,P10278,
07-01-2023,03-10-2022,SO230295,24109,883,4,132426,P10279,
08-01-2023,12-06-2022,SO230296,18276,904,5,79481,P10280,LDC2196
08-01-2023,19-05-2022,SO230297,18915,1009,6,98750,P10281,
08-01-2023,20-07-2022,SO230298,23542,956,8,119000,P10282,
08-01-2023,05-11-2022,SO230299,19279,982,10,63840,P10283,LDC2199
08-01-2023,27-06-2022,SO230300,23830,902,5,115179,P10284,LDC2200
08-01-2023,01-10-2022,SO230301,22273,918,8,135470,P10285,LDC2201
08-01-2023,31-08-2022,SO230302,24710,922,11,87540,P10286,LDC2202
08-01-2023,01-06-2022,SO230303,20726,922,13,87540,P10287,LDC2203
08-01-2023,16-05-2022,SO230304,18261,977,11,73500,P10288,LDC2204
08-01-2023,03-10-2022,SO230305,19736,867,5,290000,P10289,LDC2205
08-01-2023,09-06-2022,SO230306,18145,968,5,80000,P10290,LDC2206
08-01-2023,08-10-2022,SO230307,18285,853,2,185000,P10291,LDC2207
08-01-2023,12-08-2022,SO230308,23792,975,5,50000,P10292,LDC2208
08-01-2023,03-11-2022,SO230309,22709,977,13,73500,P10293,LDC2209
08-01-2023,11-09-2022,SO230310,20883,856,12,200000,P10294,
08-01-2023,27-08-2022,SO230311,24750,1008,8,99520,P10295,LDC2211
08-01-2023,20-06-2022,SO230312,24753,952,3,82000,P10296,
08-01-2023,15-07-2022,SO230313,20956,869,10,70000,P10297,LDC2213
08-01-2023,02-06-2022,SO230314,21798,1006,8,97570,P10298,
08-01-2023,11-10-2022,SO230315,21978,899,2,154999,P10299,LDC2215
08-01-2023,18-07-2022,SO230316,24428,842,1,94770,P10300,
08-01-2023,12-08-2022,SO230317,21876,984,1,69450,P10301,
08-01-2023,02-08-2022,SO230318,18988,976,4,35000,P10302,LDC2218
08-01-2023,03-08-2022,SO230319,20962,876,11,98835,P10303,
08-01-2023,27-07-2022,SO230320,22530,920,7,84000,P10304,
08-01-2023,04-10-2022,SO230321,20607,874,9,78438,P10305,LDC2221
08-01-2023,07-10-2022,SO230322,23404,877,8,110000,P10306,LDC2222
08-01-2023,09-06-2022,SO230323,24841,852,2,172000,P10307,
09-01-2023,03-11-2022,SO230324,18049,1013,12,112000,P10308,LDC2224
09-01-2023,29-07-2022,SO230325,19876,995,2,73000,P10309,
09-01-2023,21-09-2022,SO230326,24550,910,9,110000,P10310,LDC2226
09-01-2023,04-08-2022,SO230327,24762,887,1,63640,P10311,LDC2227
09-01-2023,29-07-2022,SO230328,21637,997,4,84230,P10312,LDC2228
09-01-2023,27-05-2022,SO230329,19129,936,4,192340,P10313,
09-01-2023,30-07-2022,SO230330,19986,992,3,75000,P10314,LDC2230
09-01-2023,21-05-2022,SO230331,18272,855,4,180000,P10315,LDC2231
09-01-2023,03-08-2022,SO230332,19216,865,1,210000,P10316,LDC2232
09-01-2023,05-08-2022,SO230333,21027,943,4,71000,P10317,
09-01-2023,15-08-2022,SO230334,21800,911,10,75000,P10318,LDC2234
09-01-2023,13-07-2022,SO230335,23811,893,11,11077,P10319,
09-01-2023,06-11-2022,SO230336,21183,872,13,53696,P10320,LDC2236
09-01-2023,16-06-2022,SO230337,20922,961,2,118000,P10321,
09-01-2023,02-10-2022,SO230338,19289,899,13,154999,P10322,LDC2238
09-01-2023,27-09-2022,SO230339,24513,976,10,35000,P10323,LDC2239
09-01-2023,08-07-2022,SO230340,19262,1009,9,98750,P10324,
09-01-2023,06-11-2022,SO230341,19991,1003,9,93000,P10325,LDC2241
09-01-2023,01-06-2022,SO230342,24838,894,5,125000,P10326,
09-01-2023,21-07-2022,SO230343,19785,884,12,83999,P10327,
09-01-2023,13-06-2022,SO230344,23592,914,2,95000,P10328,LDC2244
09-01-2023,28-08-2022,SO230345,24826,910,7,110000,P10329,LDC2245
09-01-2023,04-09-2022,SO230346,20325,851,11,50114,P10330,LDC2246
09-01-2023,03-10-2022,SO230347,18890,958,10,70000,P10331,LDC2247
09-01-2023,26-06-2022,SO230348,23541,868,9,56023,P10332,LDC2248
09-01-2023,21-09-2022,SO230349,23325,979,5,64000,P10333,LDC2249
09-01-2023,09-08-2022,SO230350,23725,964,2,230000,P10334,
09-01-2023,09-10-2022,SO230351,24793,927,4,70450,P10335,LDC2251
10-01-2023,13-06-2022,SO230352,18183,1004,2,96000,P10336,
10-01-2023,05-07-2022,SO230353,23554,935,12,197840,P10337,
10-01-2023,21-06-2022,SO230354,23080,903,11,125000,P10338,LDC2254
10-01-2023,17-07-2022,SO230355,23846,907,11,92010,P10339,LDC2255
10-01-2023,08-06-2022,SO230356,22872,917,3,110000,P10340,LDC2256
10-01-2023,30-09-2022,SO230357,20378,921,2,75480,P10341,
10-01-2023,30-09-2022,SO230358,23462,995,6,73000,P10342,
10-01-2023,29-09-2022,SO230359,21161,967,10,76000,P10343,
10-01-2023,14-10-2022,SO230360,22383,877,7,110000,P10344,
10-01-2023,08-06-2022,SO230361,23549,879,6,132738,P10345,
10-01-2023,21-05-2022,SO230362,23665,953,7,77000,P10346,LDC2262
10-01-2023,06-07-2022,SO230363,23017,909,4,82450,P10347,
10-01-2023,29-05-2022,SO230364,23128,865,12,210000,P10348,
10-01-2023,27-07-2022,SO230365,21754,851,1,50114,P10349,
10-01-2023,28-07-2022,SO230366,22671,862,9,180000,P10350,
10-01-2023,27-06-2022,SO230367,21921,944,5,55000,P10351,
10-01-2023,08-11-2022,SO230368,21511,961,3,118000,P10352,
10-01-2023,24-07-2022,SO230369,19000,942,4,72000,P10353,
10-01-2023,17-10-2022,SO230370,19544,868,5,56023,P10354,
10-01-2023,21-05-2022,SO230371,19569,923,11,94800,P10355,LDC2271
10-01-2023,13-05-2022,SO230372,21871,946,4,80000,P10356,LDC2272
10-01-2023,27-06-2022,SO230373,20482,878,4,107904,P10357,LDC2273
10-01-2023,17-08-2022,SO230374,19365,936,11,192340,P10358,LDC2274
10-01-2023,03-08-2022,SO230375,20984,859,6,310000,P10359,
10-01-2023,23-09-2022,SO230376,24101,965,4,117000,P10360,LDC2276
10-01-2023,06-06-2022,SO230377,22892,1001,9,94000,P10361,
10-01-2023,06-09-2022,SO230378,18328,1013,5,112000,P10362,LDC2278
10-01-2023,28-07-2022,SO230379,19665,972,13,79000,P10363,LDC2279
11-01-2023,12-08-2022,SO230380,18749,1000,6,87430,P10364,
11-01-2023,14-10-2022,SO230381,21892,946,11,80000,P10365,
11-01-2023,23-10-2022,SO230382,20322,913,10,89000,P10366,LDC2282
11-01-2023,28-08-2022,SO230383,21212,888,1,59640,P10367,LDC2283
11-01-2023,16-08-2022,SO230384,20290,849,2,44304,P10368,LDC2284
11-01-2023,04-11-2022,SO230385,21665,859,13,310000,P10369,
11-01-2023,26-05-2022,SO230386,19504,893,10,11077,P10370,LDC2286
11-01-2023,24-06-2022,SO230387,21407,879,2,132738,P10371,LDC2287
11-01-2023,12-09-2022,SO230388,18595,861,6,160000,P10372,LDC2288
11-01-2023,19-08-2022,SO230389,22957,986,10,85000,P10373,LDC2289
11-01-2023,27-09-2022,SO230390,20701,927,7,70450,P10374,LDC2290
11-01-2023,30-07-2022,SO230391,21052,990,3,86590,P10375,
11-01-2023,04-11-2022,SO230392,23682,988,10,45000,P10376,
11-01-2023,21-05-2022,SO230393,23745,916,3,71420,P10377,
11-01-2023,11-05-2022,SO230394,20518,1002,9,91000,P10378,LDC2294
11-01-2023,24-07-2022,SO230395,23755,1011,7,84750,P10379,LDC2295
11-01-2023,28-10-2022,SO230396,24871,946,4,80000,P10380,
11-01-2023,02-11-2022,SO230397,19463,843,11,118321,P10381,
11-01-2023,02-11-2022,SO230398,19791,990,11,86590,P10382,
11-01-2023,11-05-2022,SO230399,22836,875,2,94125,P10383,
11-01-2023,03-06-2022,SO230400,23660,1006,13,97570,P10384,LDC2300
11-01-2023,30-07-2022,SO230401,24783,968,11,80000,P10385,LDC2301
11-01-2023,09-10-2022,SO230402,22181,855,9,180000,P10386,LDC2302
11-01-2023,23-10-2022,SO230403,19015,841,3,93144,P10387,LDC2303
11-01-2023,17-09-2022,SO230404,22314,993,2,71000,P10388,
11-01-2023,11-09-2022,SO230405,18158,874,4,78438,P10389,LDC2305
11-01-2023,16-08-2022,SO230406,23620,910,1,110000,P10390,LDC2306
11-01-2023,25-07-2022,SO230407,23191,898,13,69999,P10391,
12-01-2023,24-07-2022,SO230408,20623,869,9,70000,P10392,
12-01-2023,10-09-2022,SO230409,21999,903,1,125000,P10393,LDC2309
12-01-2023,25-08-2022,SO230410,24020,1005,2,100000,P10394,LDC2310
12-01-2023,24-05-2022,SO230411,22382,934,3,193000,P10395,
12-01-2023,14-10-2022,SO230412,19049,967,6,76000,P10396,
12-01-2023,29-08-2022,SO230413,20917,914,5,95000,P10397,LDC2313
12-01-2023,13-05-2022,SO230414,19226,994,1,69000,P10398,
12-01-2023,05-08-2022,SO230415,19885,845,2,132664,P10399,LDC2315
12-01-2023,08-06-2022,SO230416,19931,928,7,64500,P10400,
12-01-2023,23-09-2022,SO230417,19927,937,1,55000,P10401,LDC2317
12-01-2023,25-07-2022,SO230418,23562,989,10,73250,P10402,
12-01-2023,03-09-2022,SO230419,21650,934,7,193000,P10403,LDC2319
12-01-2023,24-08-2022,SO230420,20462,965,3,117000,P10404,
12-01-2023,16-05-2022,SO230421,23402,864,5,190000,P10405,LDC2321
12-01-2023,27-10-2022,SO230422,23787,866,11,280000,P10406,LDC2322
12-01-2023,14-10-2022,SO230423,18979,870,12,76530,P10407,LDC2323
12-01-2023,22-10-2022,SO230424,22875,977,4,73500,P10408,
12-01-2023,04-11-2022,SO230425,23634,902,13,115179,P10409,
12-01-2023,01-10-2022,SO230426,18650,1002,11,91000,P10410,
12-01-2023,18-10-2022,SO230427,19121,926,11,71050,P10411,LDC2327
12-01-2023,30-10-2022,SO230428,19187,915,13,74000,P10412,
12-01-2023,16-05-2022,SO230429,24862,902,4,115179,P10413,LDC2329
12-01-2023,09-06-2022,SO230430,20634,983,12,69470,P10414,LDC2330
12-01-2023,25-09-2022,SO230431,22894,920,2,84000,P10415,LDC2331
12-01-2023,23-10-2022,SO230432,23269,974,12,78000,P10416,LDC2332
12-01-2023,01-07-2022,SO230433,21401,874,8,78438,P10417,LDC2333
12-01-2023,11-10-2022,SO230434,24280,881,10,162445,P10418,
12-01-2023,19-08-2022,SO230435,23043,968,3,80000,P10419,LDC2335
13-01-2023,11-08-2022,SO230436,19440,942,4,72000,P10420,LDC2336
13-01-2023,17-09-2022,SO230437,20144,973,10,82000,P10421,LDC2337
13-01-2023,01-08-2022,SO230438,21255,923,10,94800,P10422,LDC2338
13-01-2023,17-09-2022,SO230439,18394,975,12,50000,P10423,
13-01-2023,31-05-2022,SO230440,23997,929,7,67412,P10424,LDC2340
13-01-2023,21-08-2022,SO230441,20394,856,6,200000,P10425,
13-01-2023,27-10-2022,SO230442,20150,920,2,84000,P10426,
13-01-2023,05-07-2022,SO230443,21914,1004,3,96000,P10427,
13-01-2023,07-10-2022,SO230444,24610,853,5,185000,P10428,LDC2344
13-01-2023,14-06-2022,SO230445,19616,852,13,172000,P10429,LDC2345
13-01-2023,23-09-2022,SO230446,23595,1001,3,94000,P10430,LDC2346
13-01-2023,30-06-2022,SO230447,24848,991,1,89990,P10431,
13-01-2023,20-07-2022,SO230448,23491,943,8,71000,P10432,LDC2348
13-01-2023,13-08-2022,SO230449,23064,930,10,185400,P10433,
13-01-2023,26-08-2022,SO230450,19844,939,13,80000,P10434,LDC2350
13-01-2023,13-09-2022,SO230451,20091,984,1,69450,P10435,
13-01-2023,11-09-2022,SO230452,18245,855,11,180000,P10436,
13-01-2023,08-06-2022,SO230453,19909,946,4,80000,P10437,LDC2353
13-01-2023,02-07-2022,SO230454,21292,933,3,195000,P10438,LDC2354
13-01-2023,21-08-2022,SO230455,18924,884,12,83999,P10439,LDC2355
13-01-2023,06-08-2022,SO230456,23644,905,13,85000,P10440,
13-01-2023,13-07-2022,SO230457,20986,927,10,70450,P10441,LDC2357
13-01-2023,03-10-2022,SO230458,23066,897,4,81999,P10442,LDC2358
13-01-2023,10-10-2022,SO230459,21010,982,2,63840,P10443,LDC2359
13-01-2023,19-09-2022,SO230460,19158,1013,3,112000,P10444,
13-01-2023,30-07-2022,SO230461,19329,873,9,56352,P10445,
13-01-2023,20-08-2022,SO230462,18200,991,5,89990,P10446,
13-01-2023,14-09-2022,SO230463,20152,976,3,35000,P10447,
14-01-2023,10-07-2022,SO230464,22352,847,7,137000,P10448,LDC2364
14-01-2023,06-10-2022,SO230465,18623,937,1,55000,P10449,LDC2365
14-01-2023,12-10-2022,SO230466,22581,932,9,184570,P10450,LDC2366
14-01-2023,18-06-2022,SO230467,19899,1006,8,97570,P10451,LDC2367
14-01-2023,09-08-2022,SO230468,18703,918,13,135470,P10452,
14-01-2023,24-08-2022,SO230469,21592,981,8,68740,P10453,
14-01-2023,04-08-2022,SO230470,21244,860,5,150000,P10454,
14-01-2023,16-05-2022,SO230471,18817,940,13,65000,P10455,
14-01-2023,11-07-2022,SO230472,23081,974,13,78000,P10456,
14-01-2023,12-08-2022,SO230473,18738,911,10,75000,P10457,
14-01-2023,24-09-2022,SO230474,18333,874,9,78438,P10458,
14-01-2023,02-06-2022,SO230475,24138,1007,9,96470,P10459,
14-01-2023,27-08-2022,SO230476,18288,925,7,72000,P10460,LDC2376
