SalesID,CustID,PaymentMethod,PaymentDate,PaymentID,PaymentAmount,LoanID,Bank Name
SO220210,12825,AutoDebitEMI,05-01-2022,P210,25050,LDB1110,HDFC
SO220211,14889,AutoDebitEMI,05-01-2022,P211,54870,LDB1111,Andhra Bank
SO220212,14012,AutoDebitEMI,05-01-2022,P212,39071.4,LDB1112,HDFC
SO220213,13513,CreditCard,05-01-2022,P213,23700,LDB1113,ICICI
SO220214,12370,Cash,05-01-2022,P214,109500,,NetCash
SO220215,13806,UPI,05-01-2022,P215,25200,LDB1115,Canara Bank
SO220216,13667,BankTransferEMI,05-01-2022,P216,24969,LDB1116,Axis
SO220217,17713,DebitCard,05-01-2022,P217,89500,,Andhra Bank
SO220218,14031,Cash,05-01-2022,P218,75530,,NetCash
SO220219,13595,BankTransfer,06-01-2022,P219,63500,,Andhra Bank
SO220220,15280,BankTransferEMI,06-01-2022,P220,23700,LDB1120,Andhra Bank
SO220221,12405,BankTransfer,06-01-2022,P221,189500,,ICICI
SO220222,12381,BankTransferEMI,06-01-2022,P222,21300,LDB1122,ICICI
SO220223,17311,UPI,06-01-2022,P223,45899.7,LDB1123,ICICI
SO220224,14167,DebitCard,06-01-2022,P224,122500,,Canara Bank
SO220225,14876,BankTransfer,06-01-2022,P225,44614,,Canara Bank
SO220226,16562,AutoDebitEMI,06-01-2022,P226,57102,LDB1126,Canara Bank
SO220227,15664,AutoDebitEMI,06-01-2022,P227,25527,LDB1127,ICICI
SO220228,12141,DebitCard,06-01-2022,P228,93000,,HDFC
SO220229,12429,BankTransferEMI,06-01-2022,P229,27750,LDB1129,Canara Bank
SO220230,11805,BankTransferEMI,06-01-2022,P230,53400,LDB1130,Axis
SO220231,13466,Cash,06-01-2022,P231,70420,,NetCash
SO220232,13688,AutoDebitEMI,06-01-2022,P232,32490.6,LDB1132,HDFC
SO220233,13537,CreditCard,06-01-2022,P233,20691,LDB1133,Andhra Bank
SO220234,16246,CreditCard,06-01-2022,P234,20700,LDB1134,HDFC
SO220235,15179,CreditCard,06-01-2022,P235,15958.8,LDB1135,Andhra Bank
SO220236,17376,BankTransferEMI,06-01-2022,P236,20541,LDB1136,Axis
SO220237,16788,AutoDebitEMI,06-01-2022,P237,17742,LDB1137,Axis
SO220238,16097,Cash,06-01-2022,P238,191000,,NetCash
SO220239,14556,Cash,06-01-2022,P239,52696,,NetCash
SO220240,14746,Cash,06-01-2022,P240,188000,,NetCash
SO220241,11366,BankTransfer,06-01-2022,P241,93800,,Canara Bank
SO220242,13043,BankTransfer,06-01-2022,P242,62840,,Canara Bank
SO220243,14713,Cash,06-01-2022,P243,95470,,NetCash
SO220244,14751,DebitCard,07-01-2022,P244,59140,,HDFC
SO220245,16085,CreditCard,07-01-2022,P245,19002,LDB1145,Axis
SO220246,17195,AutoDebitEMI,07-01-2022,P246,33150,LDB1146,Andhra Bank
SO220247,17915,DebitCard,07-01-2022,P247,68500,,ICICI
SO220248,11965,AutoDebitEMI,07-01-2022,P248,37500,LDB1148,ICICI
SO220249,17541,BankTransferEMI,07-01-2022,P249,16200,LDB1149,Canara Bank
SO220250,17660,CreditCard,07-01-2022,P250,28821,LDB1150,Andhra Bank
SO220251,14375,UPI,07-01-2022,P251,39900,LDB1151,Andhra Bank
SO220252,17091,AutoDebitEMI,07-01-2022,P252,22050,LDB1152,ICICI
SO220253,17854,BankTransfer,07-01-2022,P253,231000,,HDFC
SO220254,11148,DebitCard,07-01-2022,P254,110500,,Andhra Bank
SO220255,14837,Cash,07-01-2022,P255,83500,,NetCash
SO220256,15913,DebitCard,07-01-2022,P256,68000,,Canara Bank
SO220257,13604,CreditCard,07-01-2022,P257,29310,LDB1157,ICICI
SO220258,11267,DebitCard,07-01-2022,P258,94500,,ICICI
SO220259,15415,BankTransferEMI,07-01-2022,P259,28200,LDB1159,Canara Bank
SO220260,15385,CreditCard,07-01-2022,P260,15699,LDB1160,HDFC
SO220261,14446,BankTransferEMI,07-01-2022,P261,22344,LDB1161,Canara Bank
SO220262,16224,DebitCard,07-01-2022,P262,88000,,Axis
SO220263,17543,UPI,07-01-2022,P263,33199.5,LDB1163,HDFC
SO220264,13046,DebitCard,07-01-2022,P264,97335,,ICICI
SO220265,14116,BankTransferEMI,07-01-2022,P265,23100,LDB1165,Axis
SO220266,12004,Cash,07-01-2022,P266,123383,,NetCash
SO220267,15530,Cash,07-01-2022,P267,189840,,NetCash
SO220268,15754,UPI,08-01-2022,P268,26250,LDB1168,HDFC
SO220269,17505,AutoDebitEMI,08-01-2022,P269,25779,LDB1169,HDFC
SO220270,17739,UPI,08-01-2022,P270,21300,LDB1170,Axis
SO220271,13456,Cash,08-01-2022,P271,82999,,NetCash
SO220272,11172,AutoDebitEMI,08-01-2022,P272,24750,LDB1172,Andhra Bank
SO220273,11817,Cash,08-01-2022,P273,71000,,NetCash
SO220274,15786,UPI,08-01-2022,P274,38400,LDB1174,Axis
SO220275,16333,UPI,08-01-2022,P275,22350,LDB1175,ICICI
SO220276,16106,CreditCard,08-01-2022,P276,22200,LDB1176,HDFC
SO220277,12303,UPI,08-01-2022,P277,22050,LDB1177,HDFC
SO220278,13484,BankTransfer,08-01-2022,P278,83000,,Andhra Bank
SO220279,13010,DebitCard,08-01-2022,P279,69000,,HDFC
SO220280,16885,AutoDebitEMI,08-01-2022,P280,34950,LDB1180,Axis
SO220281,14468,AutoDebitEMI,08-01-2022,P281,54870,LDB1181,ICICI
SO220282,14234,DebitCard,08-01-2022,P282,70050,,Andhra Bank
SO220283,11932,DebitCard,08-01-2022,P283,197500,,Canara Bank
SO220284,16178,DebitCard,08-01-2022,P284,307000,,ICICI
SO220285,13386,BankTransfer,08-01-2022,P285,9077,,Andhra Bank
SO220286,12079,DebitCard,08-01-2022,P286,192500,,Andhra Bank
SO220287,15776,BankTransferEMI,08-01-2022,P287,39071.4,LDB1187,HDFC
SO220288,16318,BankTransfer,08-01-2022,P288,183000,,ICICI
SO220289,17109,DebitCard,08-01-2022,P289,77500,,Canara Bank
SO220290,17946,BankTransferEMI,09-01-2022,P290,20541,LDB1190,Axis
SO220291,12232,DebitCard,09-01-2022,P291,93800,,Canara Bank
SO220292,17027,Cash,09-01-2022,P292,92000,,NetCash
SO220293,14532,UPI,09-01-2022,P293,34746.3,LDB1193,Canara Bank
SO220294,13083,DebitCard,09-01-2022,P294,9077,,HDFC
SO220295,17909,BankTransferEMI,09-01-2022,P295,50850,LDB1195,ICICI
SO220296,12480,BankTransferEMI,09-01-2022,P296,21750,LDB1196,Andhra Bank
SO220297,12034,CreditCard,09-01-2022,P297,25050,LDB1197,Andhra Bank
SO220298,14095,UPI,09-01-2022,P298,16656.9,LDB1198,ICICI
SO220299,12623,CreditCard,09-01-2022,P299,18852,LDB1199,Axis
SO220300,17559,AutoDebitEMI,09-01-2022,P300,22509,LDB1200,Axis
SO220301,15623,Cash,09-01-2022,P301,10077,,NetCash
SO220302,11853,AutoDebitEMI,09-01-2022,P302,20691,LDB1202,Andhra Bank
SO220303,17970,Cash,09-01-2022,P303,75030,,NetCash
SO220304,12357,CreditCard,09-01-2022,P304,19200,LDB1204,HDFC
SO220305,17454,AutoDebitEMI,09-01-2022,P305,59250,LDB1205,Axis
SO220306,17838,AutoDebitEMI,09-01-2022,P306,21750,LDB1206,ICICI
SO220307,16871,BankTransferEMI,09-01-2022,P307,56952,LDB1207,ICICI
SO220308,15074,AutoDebitEMI,09-01-2022,P308,36750,LDB1208,HDFC
SO220309,15079,BankTransferEMI,09-01-2022,P309,18507,LDB1209,ICICI
SO220310,12465,CreditCard,09-01-2022,P310,27750,LDB1210,HDFC
SO220311,14435,BankTransfer,09-01-2022,P311,76950,,Axis
SO220312,17415,AutoDebitEMI,10-01-2022,P312,23700,LDB1212,ICICI
SO220313,15397,DebitCard,10-01-2022,P313,80499,,HDFC
SO220314,15364,Cash,10-01-2022,P314,189840,,NetCash
SO220315,15087,Cash,10-01-2022,P315,137546,,NetCash
SO220316,16399,DebitCard,10-01-2022,P316,147500,,Andhra Bank
SO220317,14872,BankTransferEMI,10-01-2022,P317,39891,LDB1217,ICICI
SO220318,16517,UPI,10-01-2022,P318,31621.2,LDB1218,HDFC
SO220319,11810,AutoDebitEMI,10-01-2022,P319,24600,LDB1219,ICICI
SO220320,17001,AutoDebitEMI,10-01-2022,P320,27990,LDB1220,Canara Bank
SO220321,12707,Cash,10-01-2022,P321,124150,,NetCash
SO220322,13034,CreditCard,10-01-2022,P322,14449.2,LDB1222,HDFC
SO220323,13482,BankTransferEMI,10-01-2022,P323,27990,LDB1223,ICICI
SO220324,14565,CreditCard,10-01-2022,P324,22200,LDB1224,HDFC
SO220325,15374,CreditCard,10-01-2022,P325,29556,LDB1225,ICICI
SO220326,17787,Cash,10-01-2022,P326,83000,,NetCash
SO220327,13130,AutoDebitEMI,10-01-2022,P327,28821,LDB1227,Axis
SO220328,12033,UPI,10-01-2022,P328,20400,LDB1228,Axis
SO220329,13735,DebitCard,10-01-2022,P329,63500,,Axis
SO220330,12816,BankTransferEMI,10-01-2022,P330,22050,LDB1230,ICICI
SO220331,12582,Cash,10-01-2022,P331,112679,,NetCash
SO220332,15313,AutoDebitEMI,10-01-2022,P332,22500,LDB1232,HDFC
SO220333,11829,AutoDebitEMI,10-01-2022,P333,29310,LDB1233,Canara Bank
SO220334,16604,Cash,11-01-2022,P334,134500,,NetCash
SO220335,11985,CreditCard,11-01-2022,P335,39750,LDB1235,Andhra Bank
SO220336,15881,AutoDebitEMI,11-01-2022,P336,25200,LDB1236,Andhra Bank
SO220337,17463,Cash,11-01-2022,P337,93500,,NetCash
SO220338,11514,CreditCard,11-01-2022,P338,19050,LDB1238,ICICI
SO220339,15185,BankTransferEMI,11-01-2022,P339,27153,LDB1239,Canara Bank
SO220340,12986,Cash,11-01-2022,P340,68970,,NetCash
SO220341,16117,DebitCard,11-01-2022,P341,178000,,HDFC
SO220342,13224,BankTransferEMI,11-01-2022,P342,20082,LDB1242,ICICI
SO220343,13676,BankTransfer,11-01-2022,P343,88000,,ICICI
SO220344,11583,BankTransfer,11-01-2022,P344,195840,,Axis
SO220345,14181,AutoDebitEMI,11-01-2022,P345,21450,LDB1245,ICICI
SO220346,13483,BankTransferEMI,11-01-2022,P346,19200,LDB1246,Andhra Bank
SO220347,13783,DebitCard,11-01-2022,P347,195340,,Canara Bank
SO220348,15052,UPI,11-01-2022,P348,25200,LDB1248,ICICI
SO220349,14150,CreditCard,11-01-2022,P349,16719.6,LDB1249,Axis
SO220350,13812,BankTransfer,11-01-2022,P350,147500,,Canara Bank
SO220351,12028,BankTransfer,11-01-2022,P351,181500,,ICICI
SO220352,12814,CreditCard,11-01-2022,P352,28821,LDB1252,Andhra Bank
SO220353,17683,CreditCard,11-01-2022,P353,38250,LDB1253,Canara Bank
SO220354,16263,AutoDebitEMI,11-01-2022,P354,16050,LDB1254,HDFC
SO220355,17482,BankTransferEMI,11-01-2022,P355,86100,LDB1255,HDFC
SO220356,13820,CreditCard,12-01-2022,P356,55020,LDB1256,Andhra Bank
SO220357,17105,Cash,12-01-2022,P357,207000,,NetCash
SO220358,13346,CreditCard,12-01-2022,P358,39071.4,LDB1258,HDFC
SO220359,17168,DebitCard,12-01-2022,P359,61190,,Canara Bank
SO220360,14706,BankTransfer,12-01-2022,P360,110665,,Canara Bank
SO220361,16772,BankTransfer,12-01-2022,P361,84000,,Canara Bank
SO220362,11728,CreditCard,12-01-2022,P362,39891,LDB1262,ICICI
SO220363,16426,AutoDebitEMI,12-01-2022,P363,27981,LDB1263,Axis
SO220364,12335,BankTransfer,12-01-2022,P364,116500,,Andhra Bank
SO220365,11028,BankTransferEMI,12-01-2022,P365,34350,LDB1265,Axis
SO220366,15944,BankTransferEMI,12-01-2022,P366,15808.8,LDB1266,HDFC
SO220367,15859,UPI,12-01-2022,P367,20100,LDB1267,Canara Bank
SO220368,13451,BankTransferEMI,12-01-2022,P368,29175,LDB1268,HDFC
SO220369,11548,AutoDebitEMI,12-01-2022,P369,43350,LDB1269,Andhra Bank
SO220370,17235,BankTransferEMI,12-01-2022,P370,27450,LDB1270,Andhra Bank
SO220371,11303,AutoDebitEMI,12-01-2022,P371,24299.7,LDB1271,Canara Bank
SO220372,17607,AutoDebitEMI,12-01-2022,P372,24969,LDB1272,HDFC
SO220373,14859,UPI,12-01-2022,P373,15900,LDB1273,Canara Bank
SO220374,15335,Cash,12-01-2022,P374,148000,,NetCash
SO220375,14815,UPI,12-01-2022,P375,25200,LDB1275,Axis
SO220376,17469,Cash,12-01-2022,P376,307000,,NetCash
SO220377,11789,Cash,12-01-2022,P377,64000,,NetCash
SO220378,13390,Cash,13-01-2022,P378,105404,,NetCash
SO220379,15113,BankTransferEMI,13-01-2022,P379,21675,LDB1279,Andhra Bank
SO220380,13166,UPI,13-01-2022,P380,24900,LDB1280,Canara Bank
SO220381,12411,BankTransferEMI,13-01-2022,P381,34950,LDB1281,ICICI
SO220382,15611,BankTransfer,13-01-2022,P382,88990,,Axis
SO220383,16912,BankTransfer,13-01-2022,P383,127500,,Axis
SO220384,17470,BankTransferEMI,13-01-2022,P384,24450,LDB1284,Axis
SO220385,17961,DebitCard,13-01-2022,P385,114500,,Canara Bank
SO220386,14578,BankTransfer,13-01-2022,P386,130238,,ICICI
SO220387,14478,AutoDebitEMI,13-01-2022,P387,27153,LDB1287,Axis
SO220388,12536,BankTransfer,13-01-2022,P388,157500,,Axis
SO220389,12835,BankTransferEMI,13-01-2022,P389,19923.6,LDB1289,Axis
SO220390,13147,BankTransfer,13-01-2022,P390,74500,,Axis
SO220391,13167,CreditCard,13-01-2022,P391,22500,LDB1291,Axis
SO220392,17901,Cash,13-01-2022,P392,69500,,NetCash
SO220393,11835,UPI,13-01-2022,P393,23249.7,LDB1293,Axis
SO220394,13733,CreditCard,13-01-2022,P394,37164.9,LDB1294,Axis
SO220395,13127,CreditCard,13-01-2022,P395,20850,LDB1295,Axis
SO220396,15476,CreditCard,13-01-2022,P396,16719.6,LDB1296,Canara Bank
SO220397,13990,DebitCard,13-01-2022,P397,97835,,Canara Bank
SO220398,11284,UPI,13-01-2022,P398,2873.1,LDB1298,Canara Bank
SO220399,13559,CreditCard,14-01-2022,P399,25050,LDB1299,Andhra Bank
SO220400,15747,BankTransferEMI,14-01-2022,P400,39127.8,LDB1300,ICICI
SO220401,12942,UPI,14-01-2022,P401,21936,LDB1301,Canara Bank
SO220402,12993,AutoDebitEMI,14-01-2022,P402,56850,LDB1302,HDFC
SO220403,12517,CreditCard,14-01-2022,P403,28641,LDB1303,Andhra Bank
SO220404,15574,AutoDebitEMI,14-01-2022,P404,56952,LDB1304,Axis
SO220405,14072,CreditCard,14-01-2022,P405,37014.9,LDB1305,Andhra Bank
SO220406,12558,DebitCard,14-01-2022,P406,93000,,ICICI
SO220407,13654,DebitCard,14-01-2022,P407,91644,,Andhra Bank
SO220408,13159,BankTransfer,14-01-2022,P408,111000,,Andhra Bank
SO220409,16721,BankTransferEMI,14-01-2022,P409,23250,LDB1309,ICICI
SO220410,17874,Cash,14-01-2022,P410,110000,,NetCash
SO220411,11073,AutoDebitEMI,14-01-2022,P411,23250,LDB1311,ICICI
SO220412,12133,Cash,14-01-2022,P412,94000,,NetCash
SO220413,13859,CreditCard,14-01-2022,P413,14599.2,LDB1313,HDFC
SO220414,13468,CreditCard,14-01-2022,P414,84600,LDB1314,Andhra Bank
SO220415,14994,Cash,14-01-2022,P415,43804,,NetCash
SO220416,17557,BankTransfer,14-01-2022,P416,54000,,HDFC
SO220417,17805,CreditCard,14-01-2022,P417,35100,LDB1317,Axis
SO220418,11962,Cash,14-01-2022,P418,63340,,NetCash
SO220419,13010,DebitCard,14-01-2022,P419,53500,,Axis
SO220420,14065,DebitCard,14-01-2022,P420,73120,,Andhra Bank
SO220421,12454,UPI,14-01-2022,P421,34746.3,LDB1321,Andhra Bank
SO220422,17749,BankTransferEMI,14-01-2022,P422,39750,LDB1322,Canara Bank
SO220423,14569,CreditCard,15-01-2022,P423,53400,LDB1323,Andhra Bank
SO220424,13315,DebitCard,15-01-2022,P424,54000,,ICICI
SO220425,15495,UPI,15-01-2022,P425,27153,LDB1325,Andhra Bank
SO220426,17913,BankTransfer,15-01-2022,P426,97835,,ICICI
SO220427,12123,Cash,15-01-2022,P427,123883,,NetCash
SO220428,17918,Cash,15-01-2022,P428,75030,,NetCash
SO220429,11859,BankTransfer,15-01-2022,P429,74000,,Canara Bank
SO220430,15646,BankTransferEMI,15-01-2022,P430,24749.7,LDB1330,Canara Bank
SO220431,16148,Cash,15-01-2022,P431,95000,,NetCash
SO220432,16561,UPI,15-01-2022,P432,57150,LDB1332,HDFC
SO220433,13255,AutoDebitEMI,15-01-2022,P433,20550,LDB1333,Canara Bank
SO220434,13444,BankTransfer,15-01-2022,P434,188000,,Andhra Bank
SO220435,11464,CreditCard,15-01-2022,P435,35100,LDB1335,Axis
SO220436,14736,Cash,15-01-2022,P436,69500,,NetCash
SO220437,11714,DebitCard,15-01-2022,P437,80950,,Axis
SO220438,12851,Cash,15-01-2022,P438,110500,,NetCash
SO220439,11284,AutoDebitEMI,15-01-2022,P439,83100,LDB1339,Andhra Bank
SO220440,13790,BankTransferEMI,15-01-2022,P440,21675,LDB1340,Andhra Bank
SO220441,17919,DebitCard,15-01-2022,P441,123000,,Canara Bank
SO220442,15817,CreditCard,15-01-2022,P442,20082,LDB1342,ICICI
SO220443,14577,UPI,15-01-2022,P443,13200,LDB1343,ICICI
SO220444,13248,BankTransferEMI,15-01-2022,P444,59250,LDB1344,Canara Bank
SO220445,15047,BankTransferEMI,15-01-2022,P445,35100,LDB1345,ICICI
SO220446,11790,CreditCard,15-01-2022,P446,33750,LDB1346,Andhra Bank
SO220447,15047,BankTransferEMI,16-01-2022,P447,20691,LDB1347,HDFC
SO220448,11721,CreditCard,16-01-2022,P448,25050,LDB1348,HDFC
SO220449,14544,BankTransfer,16-01-2022,P449,189840,,Andhra Bank
SO220450,17454,Cash,16-01-2022,P450,72250,,NetCash
SO220451,14660,Cash,16-01-2022,P451,74000,,NetCash
SO220452,13740,UPI,16-01-2022,P452,34896.3,LDB1352,Axis
SO220453,12753,BankTransfer,16-01-2022,P453,68970,,Axis
SO220454,15372,BankTransferEMI,16-01-2022,P454,19200,LDB1354,HDFC
SO220455,15143,UPI,16-01-2022,P455,33300,LDB1355,Axis
SO220456,13680,UPI,16-01-2022,P456,22050,LDB1356,Canara Bank
SO220457,12457,UPI,16-01-2022,P457,57102,LDB1357,Axis
SO220458,14223,Cash,16-01-2022,P458,124500,,NetCash
SO220459,16728,Cash,16-01-2022,P459,282000,,NetCash
SO220460,11006,UPI,16-01-2022,P460,27937.5,LDB1360,Axis
SO220461,17424,UPI,16-01-2022,P461,32400,LDB1361,HDFC
SO220462,15161,Cash,16-01-2022,P462,123383,,NetCash
SO220463,12731,UPI,16-01-2022,P463,22344,LDB1363,ICICI
SO220464,17136,UPI,16-01-2022,P464,32400,LDB1364,HDFC
SO220465,13264,CreditCard,16-01-2022,P465,21750,LDB1365,Axis
SO220466,16702,AutoDebitEMI,16-01-2022,P466,13384.2,LDB1366,Canara Bank
SO220467,14869,Cash,16-01-2022,P467,71000,,NetCash
SO220468,15733,UPI,16-01-2022,P468,38400,LDB1368,HDFC
SO220469,16659,DebitCard,16-01-2022,P469,190000,,ICICI
SO220470,12319,UPI,16-01-2022,P470,57102,LDB1370,HDFC
SO220471,14895,DebitCard,17-01-2022,P471,83000,,Axis
SO220472,15938,AutoDebitEMI,17-01-2022,P472,45749.7,LDB1372,Axis
SO220473,15371,AutoDebitEMI,17-01-2022,P473,25050,LDB1373,ICICI
