SalesDate,StockDate,SalesID,CustID,VehicleID,TerritoryID,SalesAmt,PaymentID,LoanID
07-01-2024,18-05-2023,SO240287,28581,1012,9,99990,P20490,
07-01-2024,06-07-2023,SO240288,25470,856,10,200000,P20491,LDE3188
07-01-2024,26-09-2023,SO240289,26430,1004,10,96000,P20492,
07-01-2024,03-10-2023,SO240290,29852,980,4,71500,P20493,LDE3190
07-01-2024,14-07-2023,SO240291,29028,987,3,76000,P20494,LDE3191
07-01-2024,23-07-2023,SO240292,28280,853,12,185000,P20495,
07-01-2024,24-10-2023,SO240293,27390,954,13,79000,P20496,LDE3193
07-01-2024,23-10-2023,SO240294,29119,1014,8,112000,P20497,LDE3194
07-01-2024,13-10-2023,SO240295,29946,950,10,77000,P20498,LDE3195
08-01-2024,23-10-2023,SO240296,27028,843,1,118321,P20499,
08-01-2024,13-06-2023,SO240297,25657,983,5,69470,P20500,LDE3197
08-01-2024,22-07-2023,SO240298,27916,898,3,69999,P20501,LDE3198
08-01-2024,04-06-2023,SO240299,29068,999,11,94000,P20502,LDE3199
08-01-2024,29-06-2023,SO240300,30664,906,13,89000,P20503,LDE3200
08-01-2024,26-07-2023,SO240301,30530,924,6,74000,P20504,LDE3201
08-01-2024,27-07-2023,SO240302,26002,944,3,55000,P20505,LDE3202
08-01-2024,01-10-2023,SO240303,30341,918,10,135470,P20506,
08-01-2024,07-10-2023,SO240304,30757,943,8,71000,P20507,
08-01-2024,30-05-2023,SO240305,30355,956,12,119000,P20508,
08-01-2024,19-07-2023,SO240306,28476,998,1,69470,P20509,LDE3206
08-01-2024,11-08-2023,SO240307,26093,925,8,72000,P20510,LDE3207
08-01-2024,03-07-2023,SO240308,26930,964,13,230000,P20511,
08-01-2024,24-10-2023,SO240309,29709,1012,1,99990,P20512,LDE3209
08-01-2024,24-05-2023,SO240310,30522,966,8,127000,P20513,
08-01-2024,20-10-2023,SO240311,29755,899,10,154999,P20514,
08-01-2024,27-09-2023,SO240312,30876,898,10,69999,P20515,LDE3212
08-01-2024,01-08-2023,SO240313,26201,922,7,87540,P20516,LDE3213
08-01-2024,24-10-2023,SO240314,29254,956,6,119000,P20517,
08-01-2024,08-09-2023,SO240315,27887,843,6,118321,P20518,LDE3215
08-01-2024,09-09-2023,SO240316,29603,906,3,89000,P20519,LDE3216
08-01-2024,16-09-2023,SO240317,27759,907,13,92010,P20520,
08-01-2024,10-09-2023,SO240318,30094,888,13,59640,P20521,LDE3218
08-01-2024,26-09-2023,SO240319,26089,1002,12,91000,P20522,LDE3219
08-01-2024,19-08-2023,SO240320,26777,879,11,132738,P20523,
08-01-2024,05-09-2023,SO240321,29107,903,9,125000,P20524,
08-01-2024,04-06-2023,SO240322,26753,918,9,135470,P20525,LDE3222
08-01-2024,16-09-2023,SO240323,26174,965,7,117000,P20526,
09-01-2024,10-09-2023,SO240324,25201,976,7,35000,P20527,
09-01-2024,24-09-2023,SO240325,26024,948,4,147000,P20528,LDE3225
09-01-2024,07-08-2023,SO240326,26198,945,8,54000,P20529,
09-01-2024,19-09-2023,SO240327,26191,911,2,75000,P20530,LDE3227
09-01-2024,20-05-2023,SO240328,26568,995,4,73000,P20531,LDE3228
09-01-2024,24-06-2023,SO240329,25425,902,4,115179,P20532,LDE3229
09-01-2024,13-09-2023,SO240330,26490,978,13,70520,P20533,LDE3230
09-01-2024,26-06-2023,SO240331,28648,904,5,79481,P20534,
09-01-2024,10-07-2023,SO240332,28614,951,2,79000,P20535,LDE3232
09-01-2024,03-10-2023,SO240333,26609,891,8,56732,P20536,LDE3233
09-01-2024,21-09-2023,SO240334,26226,909,7,82450,P20537,LDE3234
09-01-2024,17-10-2023,SO240335,29118,1015,10,135000,P20538,LDE3235
09-01-2024,11-06-2023,SO240336,25257,911,3,75000,P20539,LDE3236
09-01-2024,14-06-2023,SO240337,29714,897,6,81999,P20540,
09-01-2024,01-06-2023,SO240338,25450,862,6,180000,P20541,LDE3238
09-01-2024,09-09-2023,SO240339,29810,864,12,190000,P20542,LDE3239
09-01-2024,23-06-2023,SO240340,25745,885,1,78999,P20543,
09-01-2024,26-09-2023,SO240341,29742,863,12,200000,P20544,
09-01-2024,29-06-2023,SO240342,27600,1013,2,112000,P20545,
09-01-2024,23-05-2023,SO240343,25191,870,12,76530,P20546,LDE3243
09-01-2024,30-07-2023,SO240344,27306,936,8,192340,P20547,LDE3244
09-01-2024,09-07-2023,SO240345,30376,934,4,193000,P20548,LDE3245
09-01-2024,30-05-2023,SO240346,28520,870,10,76530,P20549,
09-01-2024,21-09-2023,SO240347,30019,913,3,89000,P20550,LDE3247
09-01-2024,11-09-2023,SO240348,27174,942,10,72000,P20551,LDE3248
09-01-2024,24-08-2023,SO240349,27688,870,4,76530,P20552,LDE3249
09-01-2024,20-05-2023,SO240350,28449,920,13,84000,P20553,LDE3250
09-01-2024,30-10-2023,SO240351,27438,1004,9,96000,P20554,
10-01-2024,31-08-2023,SO240352,26589,1011,8,84750,P20555,
10-01-2024,05-07-2023,SO240353,29909,943,12,71000,P20556,LDE3253
10-01-2024,18-09-2023,SO240354,28354,909,11,82450,P20557,
10-01-2024,15-06-2023,SO240355,25921,938,11,64000,P20558,
10-01-2024,30-06-2023,SO240356,29131,994,4,69000,P20559,LDE3256
10-01-2024,17-05-2023,SO240357,26244,1008,11,99520,P20560,
10-01-2024,14-09-2023,SO240358,29362,976,3,35000,P20561,LDE3258
10-01-2024,30-09-2023,SO240359,26475,976,12,35000,P20562,
10-01-2024,27-08-2023,SO240360,29819,989,10,73250,P20563,
10-01-2024,02-06-2023,SO240361,26223,997,8,84230,P20564,LDE3261
10-01-2024,12-08-2023,SO240362,30747,868,9,56023,P20565,
10-01-2024,03-09-2023,SO240363,25112,1002,7,91000,P20566,
10-01-2024,23-10-2023,SO240364,25727,960,4,112000,P20567,
10-01-2024,06-09-2023,SO240365,30298,848,10,45114,P20568,
10-01-2024,08-08-2023,SO240366,29540,871,5,52830,P20569,
10-01-2024,27-09-2023,SO240367,28505,980,2,71500,P20570,
10-01-2024,13-05-2023,SO240368,27886,900,2,115000,P20571,LDE3268
10-01-2024,29-08-2023,SO240369,30650,999,1,94000,P20572,
10-01-2024,25-10-2023,SO240370,30031,939,3,80000,P20573,LDE3270
10-01-2024,21-09-2023,SO240371,26114,947,4,113000,P20574,LDE3271
10-01-2024,01-08-2023,SO240372,30389,1000,10,87430,P20575,
10-01-2024,30-07-2023,SO240373,25587,980,7,71500,P20576,
10-01-2024,21-06-2023,SO240374,27408,904,4,79481,P20577,LDE3274
10-01-2024,29-08-2023,SO240375,30777,957,4,127000,P20578,
10-01-2024,23-10-2023,SO240376,28801,880,12,139546,P20579,LDE3276
10-01-2024,16-08-2023,SO240377,29283,973,13,82000,P20580,LDE3277
10-01-2024,04-09-2023,SO240378,26742,941,4,68000,P20581,LDE3278
10-01-2024,14-05-2023,SO240379,28118,878,9,107904,P20582,
11-01-2024,17-06-2023,SO240380,30025,987,8,76000,P20583,LDE3280
11-01-2024,20-09-2023,SO240381,29732,945,8,54000,P20584,LDE3281
11-01-2024,12-08-2023,SO240382,26170,935,5,197840,P20585,
11-01-2024,26-10-2023,SO240383,29145,845,8,132664,P20586,LDE3283
11-01-2024,16-07-2023,SO240384,29782,897,2,81999,P20587,
11-01-2024,17-09-2023,SO240385,26808,956,13,119000,P20588,LDE3285
11-01-2024,21-06-2023,SO240386,25805,941,7,68000,P20589,LDE3286
11-01-2024,14-09-2023,SO240387,29402,861,9,160000,P20590,
11-01-2024,24-08-2023,SO240388,30706,1015,9,135000,P20591,
11-01-2024,02-11-2023,SO240389,26038,891,1,56732,P20592,
11-01-2024,29-08-2023,SO240390,29906,858,12,235000,P20593,
11-01-2024,23-08-2023,SO240391,25879,925,11,72000,P20594,LDE3291
11-01-2024,21-07-2023,SO240392,28913,932,3,184570,P20595,
11-01-2024,05-08-2023,SO240393,30731,951,9,79000,P20596,
11-01-2024,18-05-2023,SO240394,29631,983,11,69470,P20597,LDE3294
11-01-2024,27-06-2023,SO240395,25591,973,7,82000,P20598,
11-01-2024,14-09-2023,SO240396,26055,997,1,84230,P20599,
11-01-2024,28-05-2023,SO240397,30910,873,11,56352,P20600,
11-01-2024,16-07-2023,SO240398,30578,990,2,86590,P20601,LDE3298
11-01-2024,16-06-2023,SO240399,27376,1010,7,98700,P20602,LDE3299
11-01-2024,19-07-2023,SO240400,28615,898,10,69999,P20603,
11-01-2024,28-08-2023,SO240401,30730,875,4,94125,P20604,
11-01-2024,28-10-2023,SO240402,25950,849,10,44304,P20605,LDE3302
11-01-2024,10-07-2023,SO240403,29575,965,11,117000,P20606,LDE3303
11-01-2024,27-09-2023,SO240404,30129,918,5,135470,P20607,LDE3304
11-01-2024,25-09-2023,SO240405,30398,938,12,64000,P20608,LDE3305
11-01-2024,23-07-2023,SO240406,27277,870,1,76530,P20609,LDE3306
11-01-2024,18-10-2023,SO240407,28171,983,11,69470,P20610,LDE3307
12-01-2024,04-11-2023,SO240408,25565,885,3,78999,P20611,LDE3308
12-01-2024,20-08-2023,SO240409,25612,843,3,118321,P20612,LDE3309
12-01-2024,08-06-2023,SO240410,26550,901,10,119000,P20613,
12-01-2024,18-09-2023,SO240411,29962,997,7,84230,P20614,LDE3311
12-01-2024,22-10-2023,SO240412,29892,904,2,79481,P20615,
12-01-2024,14-10-2023,SO240413,30306,917,6,110000,P20616,LDE3313
12-01-2024,27-10-2023,SO240414,28412,999,5,94000,P20617,LDE3314
12-01-2024,30-07-2023,SO240415,25882,929,7,67412,P20618,
12-01-2024,14-08-2023,SO240416,29246,883,2,132426,P20619,
12-01-2024,05-08-2023,SO240417,30026,900,8,115000,P20620,LDE3317
12-01-2024,07-08-2023,SO240418,28613,841,3,93144,P20621,LDE3318
12-01-2024,14-06-2023,SO240419,29367,851,1,50114,P20622,
12-01-2024,13-08-2023,SO240420,30218,953,10,77000,P20623,LDE3320
12-01-2024,20-07-2023,SO240421,25449,958,1,70000,P20624,LDE3321
12-01-2024,12-07-2023,SO240422,29534,907,5,92010,P20625,LDE3322
12-01-2024,04-09-2023,SO240423,25028,901,10,119000,P20626,LDE3323
12-01-2024,13-09-2023,SO240424,30729,854,13,270000,P20627,LDE3324
12-01-2024,07-08-2023,SO240425,29636,876,6,98835,P20628,LDE3325
12-01-2024,18-06-2023,SO240426,26789,902,13,115179,P20629,
12-01-2024,14-06-2023,SO240427,29434,954,1,79000,P20630,LDE3327
12-01-2024,30-10-2023,SO240428,27683,993,3,71000,P20631,
12-01-2024,09-07-2023,SO240429,28714,1014,9,112000,P20632,LDE3329
12-01-2024,21-09-2023,SO240430,26138,991,7,89990,P20633,
12-01-2024,21-08-2023,SO240431,29722,949,4,184000,P20634,
12-01-2024,12-06-2023,SO240432,30238,883,8,132426,P20635,
12-01-2024,07-06-2023,SO240433,27823,937,2,55000,P20636,
12-01-2024,07-07-2023,SO240434,30282,966,8,127000,P20637,
12-01-2024,20-09-2023,SO240435,27179,857,13,285000,P20638,LDE3335
13-01-2024,13-05-2023,SO240436,26635,975,11,50000,P20639,
13-01-2024,17-10-2023,SO240437,25856,960,12,112000,P20640,LDE3337
13-01-2024,25-06-2023,SO240438,29120,974,2,78000,P20641,LDE3338
13-01-2024,06-09-2023,SO240439,25837,848,12,45114,P20642,
13-01-2024,21-09-2023,SO240440,26651,951,10,79000,P20643,
13-01-2024,06-10-2023,SO240441,29920,933,5,195000,P20644,LDE3341
13-01-2024,27-10-2023,SO240442,25011,898,10,69999,P20645,
13-01-2024,12-10-2023,SO240443,28541,897,1,81999,P20646,LDE3343
13-01-2024,14-07-2023,SO240444,30586,912,11,84500,P20647,
13-01-2024,02-07-2023,SO240445,27625,948,6,147000,P20648,
13-01-2024,12-07-2023,SO240446,30853,968,10,80000,P20649,LDE3346
13-01-2024,14-10-2023,SO240447,30576,850,1,49164,P20650,LDE3347
13-01-2024,21-10-2023,SO240448,28508,921,11,75480,P20651,
13-01-2024,10-07-2023,SO240449,29349,1013,9,112000,P20652,LDE3349
13-01-2024,28-08-2023,SO240450,26817,860,10,150000,P20653,
13-01-2024,16-10-2023,SO240451,25281,930,3,185400,P20654,
13-01-2024,15-09-2023,SO240452,28118,854,9,270000,P20655,LDE3352
13-01-2024,22-08-2023,SO240453,29007,881,5,162445,P20656,LDE3353
13-01-2024,31-08-2023,SO240454,28747,899,5,154999,P20657,
13-01-2024,22-07-2023,SO240455,30103,958,7,70000,P20658,
13-01-2024,08-11-2023,SO240456,28884,903,9,125000,P20659,LDE3356
13-01-2024,18-10-2023,SO240457,28787,841,11,93144,P20660,
13-01-2024,15-08-2023,SO240458,26013,901,1,119000,P20661,
13-01-2024,24-05-2023,SO240459,25360,868,10,56023,P20662,LDE3359
13-01-2024,05-11-2023,SO240460,30701,859,10,310000,P20663,LDE3360
13-01-2024,04-09-2023,SO240461,25356,870,5,76530,P20664,LDE3361
13-01-2024,11-06-2023,SO240462,27568,984,3,69450,P20665,LDE3362
13-01-2024,14-08-2023,SO240463,30011,920,10,84000,P20666,LDE3363
14-01-2024,09-09-2023,SO240464,27060,865,10,210000,P20667,LDE3364
14-01-2024,06-11-2023,SO240465,29771,918,4,135470,P20668,
14-01-2024,20-08-2023,SO240466,30222,867,13,290000,P20669,LDE3366
14-01-2024,29-07-2023,SO240467,27345,921,1,75480,P20670,LDE3367
14-01-2024,31-10-2023,SO240468,28242,861,9,160000,P20671,
14-01-2024,11-06-2023,SO240469,30510,982,10,63840,P20672,LDE3369
14-01-2024,01-11-2023,SO240470,29745,1002,10,91000,P20673,LDE3370
14-01-2024,11-10-2023,SO240471,26066,885,1,78999,P20674,
14-01-2024,25-08-2023,SO240472,30331,885,2,78999,P20675,
14-01-2024,07-10-2023,SO240473,27809,878,1,107904,P20676,
14-01-2024,26-09-2023,SO240474,27266,889,11,67440,P20677,LDE3374
14-01-2024,02-09-2023,SO240475,27965,938,3,64000,P20678,LDE3375
14-01-2024,30-07-2023,SO240476,31034,910,11,110000,P20679,
14-01-2024,06-07-2023,SO240477,27194,903,5,125000,P20680,LDE3377
